Archivo,Texto
10185,terrano corp lt trno year dec oper net oper shr profit ct loss dlr oper net profit loss rev mln avg shr note earn exclud extraordinari gain forgiv debt reorgan chapter dlr ct share
10186,atcor lt atco cut dividend qtli div ct ct prior pay april record april
1019,unilev improv margin volum unilev plc lt nv group report improv margin underli sale volum growth pct strip effect fall price dispos currenc movement unilev plc chairman michael angu told report volum north america increas pct european consum good rose pct flat year dispos strategi aim concentr activ core busi complet note process acquisit strateg acquisit take place time time compani earlier report pct rise profit billion stg mln previous guilder term profit level drop pct billion billion angu recent purchas lt dlr share bring earn dilut add profit compani oper profit pay acquisit cost financ director niall fitzgerald ad gear debt equiti debt rose pct end pct year expect drop back pct diverg made full year dividend unilev nv rise pct guilder unilev plc increas pct approxim line chang attribut profit angu prospectu sale part chesebrough due publish shortli target date complet process declin sort sum unilev hope realis oper note chesebrough paid billion dlr stauffer chemic oper unilev core activ organ growth lipton food busi consider expans household product busi margarin sale increas note household product busi turn plan loss fourth quarter perform expect anticip heavi launch cost surf deterg
10190,standard oil lt srd see boost cash flow standard oil expect sale asset feder tax refund result year loss add billion dlr normal cash flow oper annual report year report note cash flow oper drop billion dlr billion dlr billion dlr due princip lower oil price report prepar british petroleum plc lt bp disclos plan seek rest standard stock put capit spend billion dlr billion dlr project januari standard capit spend total billion dlr report show declin proven oil reserv billion barrel end billion barrel year earlier discoveri addit drop mln barrel year mln ga reeserv rose trillion cubic feet trillion end mln cubic feet downward revis previou reserv estim discoveri addit total billion cubic feet year billion ad standard oil ga product increas year barrel day barrel previou day mln cubic feet daili mln averag sale price drop dlr barrel dlr oil dlr thousand cubic feet dlr year earlier standard refin product sale rose year barrel day barrel daili
10191,herstatt dealer su court rule chief currenc dealer herstatt bank collaps foreign exchang specul west germani biggest bank crash stand trial damag court rule court overturn claim danni dattel case damag allow long interv herstatt creditor seek mln mark dattel accus caus loss bank mln mark manipul forward foreign exchang contract crash privat herstatt bank loss billion mark stun west germani busi commun led tighten bank regul loss greater mln mark announc recent volkswagen result fraud currenc transact ivan herstatt manag director bank collaps sentenc half year prison appeal peopl bank jail dattel freed prosecut produc medic evid paranoia caus nazi persecut childhood led life
10192,month crucial oil hernandez energi mine minist arturo hernandez grisanti today told meet region oil export month critic effort achiev price recoveri stabil market hernandez opec nation made stride effort strengthen market danger revers present march month critic period hernandez defin movement market stabil price recoveri depend market revers earlier week hernandez venezuela oil price averag dlr barrel year date opec achiev state goal dlr barrel averag price venezuela move dlr hernandez spoke today open ministeri meet inform group latin american caribbean oil export form minist member state ecuador mexico venezuela attend day confer colombia present time observ hernandez defin meet inform exchang idea oil market member discuss way combat propos tax import oil congress open session group minist met presid jaim lusinchi miraflor presidenti palac deleg confer head hernandez venezuela energi minist javier espinosa ecuador energi minist kelvin ramnath jose lui alcudiai assist energi secretari mexico energi minist guilermno perri rubio colombia
10196,howard wolf lt hbw qtr feb net shr ct ct net rev mth shr ct ct net rev
10197,lt bbrc see lower qtr earn corp quarter result show profit significantli dlr ct share earn quarter year compani profit declin result increas reserv inventori valuat increas cover potenti inventori product stereo system precipit shift market demand higher perform product
102,
1020,sara lee lt sle buy pct dim sara lee corp agre buy pct interest dim subsidiari bic cost mln dlr dim hosieri manufactur sale mln dlr invest includ purchas newli issu dim share valu mln dlr loan mln dlr loan convert addit dim share note propos agreement subject approv french govern
10200,brazil oil output fell februari usag brazilian crude oil liquefi natur ga product fell averag barrel day februari month state oil compani petrobra drop due oper problem campo basin countri main produc area output bpd petrobra statement consumpt oil deriv total mln bpd februari pct februari year record mln bpd octob year alcohol fuel februari bpd pct februari
